name,type,ownership,city,state,aka,slug
School of Computer Sciences North Maharashtra University Jalgaon,affiliated_college,government,Jalgaon,Maharashtra,1-46268482946,school-of-computer-sciences-north-maharashtra-university-jalgaon
Sinhgad Institute of Business Administration and Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46268501512,sinhgad-institute-of-business-administration-and-research
P.E.S. College of Engineering,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46268501635,p-e-s-college-of-engineering
G V Acharya Institute of Engineering and Technology,affiliated_college,private_unaided,Raigad,Maharashtra,1-46227485062,g-v-acharya-institute-of-engineering-and-technology
Xavier Institute of Engineering,affiliated_college,private_unaided,Mumbai CITY,Maharashtra,1-46227652444,xavier-institute-of-engineering
Saikrupa Institute of Management Science,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46227655281,saikrupa-institute-of-management-science
Walchand College of Engineering,affiliated_college,government_aided,Sangli,Maharashtra,1-46228200253,walchand-college-of-engineering
Aissms Institute of Management,affiliated_college,private_unaided,PUNE,Maharashtra,1-46267948332,aissms-institute-of-management
LATE Bhausaheb Hiray S.S. Trust'S Institute of Computer Application,affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46268502214,late-bhausaheb-hiray-s-s-trust-s-institute-of-computer-application
Jhulelal Institute of Technology,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46268853200,jhulelal-institute-of-technology
Hirachand Nemchand College of Commerce,affiliated_college,private_unaided,Solapur,Maharashtra,1-46268867626,hirachand-nemchand-college-of-commerce
Shri Khanderai Pratishthan'S Dnyansagar Institute of Management & Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46268867791,shri-khanderai-pratishthan-s-dnyansagar-institute-of-management-research
Institute of Management,affiliated_college,private_unaided,PUNE,Maharashtra,1-46227663174,institute-of-management-1-46227663174
"Department of Management Science, Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",state_university,government,Aurangabad,Maharashtra,1-46227670980,department-of-management-science-dr-babasaheb-ambedkar-marathwada-university-aurangabad
"Government College of Engineering, Chandrapur",affiliated_college,government,Chandrapur,Maharashtra,1-46269149047,government-college-of-engineering-chandrapur
Everest Educational Societys Group of Institutions,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46267949186,everest-educational-societys-group-of-institutions
Nagpur Institute of Technology,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46268143555,nagpur-institute-of-technology
Dr. J.J. Magdum College of Engineering.,affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46268322283,dr-j-j-magdum-college-of-engineering
"Adarsh Shikshan Prasarak Mandal'S K.T.Patil College of Mba, Osmanabad.",affiliated_college,private_unaided,Osmanabad,Maharashtra,1-46268502713,adarsh-shikshan-prasarak-mandal-s-k-t-patil-college-of-mba-osmanabad
Adhalrao Patil Institute of Management and Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46268502809,adhalrao-patil-institute-of-management-and-research
"Karmaveer Kakasaheb WAGH Polytechnic, Nashik",affiliated_college,private_unaided,Nashik,Maharashtra,1-46268502948,karmaveer-kakasaheb-wagh-polytechnic-nashik
"University Institute of Chemical Technology, North Maharashtra University, Jalgaon",state_university,government,Jalgaon,Maharashtra,1-46227673523,university-institute-of-chemical-technology-north-maharashtra-university-jalgaon
Bharati Vidyapeeth Deemed University Institute of Management and Rural Development Administration,affiliated_college,private_unaided,Sangli,Maharashtra,1-46227678954,bharati-vidyapeeth-deemed-university-institute-of-management-and-rural-development-administration
Hon.Shri Babanrao Pachpute Vichardhara Trust'S Group of Institutions,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46227681535,hon-shri-babanrao-pachpute-vichardhara-trust-s-group-of-institutions
"Kavikulguru Institute of Technology and Science, Ramtek",affiliated_college,private_unaided,Nagpur,Maharashtra,1-46228434760,kavikulguru-institute-of-technology-and-science-ramtek
"Satara Polytechnic,Satara",affiliated_college,private_unaided,Satara,Maharashtra,1-46228455630,satara-polytechnic-satara
Karanjekar College of Engineering and Management,affiliated_college,private_unaided,Bhandara,Maharashtra,1-46228642630,karanjekar-college-of-engineering-and-management
Shikshan Prasarak Sanstha'S MBA Institute Sangamner,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46228642842,shikshan-prasarak-sanstha-s-mba-institute-sangamner
A.I.'S Mohammed HAJI Saboo Siddik Polytechnic,affiliated_college,government_aided,Mumbai CITY,Maharashtra,1-46268988551,a-i-s-mohammed-haji-saboo-siddik-polytechnic
"Government College of Engineering, Amravati",affiliated_college,government,Amravati,Maharashtra,1-46268988815,government-college-of-engineering-amravati
SMT. Kashibai Navale College of Engineering,affiliated_college,private_unaided,PUNE,Maharashtra,1-46269177569,smt-kashibai-navale-college-of-engineering
"Nsct'S Institute of Management Science, Pimpri(Bk)",affiliated_college,private_unaided,PUNE,Maharashtra,1-46268525963,nsct-s-institute-of-management-science-pimpri-bk
ALL India Shri Shivaji Memorial Society'S Institute of Information Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46268526066,all-india-shri-shivaji-memorial-society-s-institute-of-information-technology
Asm'S Institute of Business Management & Research MBA Institute,affiliated_college,private_unaided,PUNE,Maharashtra,1-46268526924,asm-s-institute-of-business-management-research-mba-institute
"Takshashila Institute of Engineering & Technology, Darapur",affiliated_college,private_unaided,Amravati,Maharashtra,1-46227510752,takshashila-institute-of-engineering-technology-darapur
Institute of Management Studies & Information Technology,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46227684492,institute-of-management-studies-information-technology
Institute of Management and Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46227690015,institute-of-management-and-research
Navinchandra Mehta Institute of Technology and Development,affiliated_college,private_unaided,Mumbai CITY,Maharashtra,1-46227854174,navinchandra-mehta-institute-of-technology-and-development
Ballarpur Institute of Technology,affiliated_college,private_unaided,Chandrapur,Maharashtra,1-46227854298,ballarpur-institute-of-technology
International Institute of Management Studies,affiliated_college,private_unaided,PUNE,Maharashtra,1-46228238854,international-institute-of-management-studies
Gourishiv Polytechnic Khatav,affiliated_college,private_unaided,Satara,Maharashtra,1-46225324770,gourishiv-polytechnic-khatav
"Government Polytechnic, PEN",affiliated_college,government,Raigad,Maharashtra,1-46225504959,government-polytechnic-pen
Indsearch Institute of Management Studies & Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225685856,indsearch-institute-of-management-studies-research
"Nagesh Karajagi Orchid College of Engineering and Technology, Solapur.",affiliated_college,private_unaided,Solapur,Maharashtra,1-46225688470,nagesh-karajagi-orchid-college-of-engineering-and-technology-solapur
Nutan Maharashtra Institute of Engineering & Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226102285,nutan-maharashtra-institute-of-engineering-technology
ISMS Tirupati Institute of Management,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226102616,isms-tirupati-institute-of-management
Rajendra MANE College of Engineering & Technology,affiliated_college,private_unaided,Ratnagiri,Maharashtra,1-46227154401,rajendra-mane-college-of-engineering-technology
Ssbt'S College of Engineering & Technology,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46227157226,ssbt-s-college-of-engineering-technology
"Progressive Education Society'S Modern College of Engineering, PUNE",affiliated_college,private_unaided,PUNE,Maharashtra,1-46226205389,progressive-education-society-s-modern-college-of-engineering-pune
Shri Someshwar Shikshan Prasarak Mandal Sharadchandra Pawar College of Engineering and Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46224343059,shri-someshwar-shikshan-prasarak-mandal-sharadchandra-pawar-college-of-engineering-and-technology
Balasaheb Mhatre Polytechnic,affiliated_college,private_unaided,Thane,Maharashtra,1-46224371388,balasaheb-mhatre-polytechnic
"Matoshri College of Engineering & Research Centre, Nashik",affiliated_college,private_unaided,Nashik,Maharashtra,1-46224371557,matoshri-college-of-engineering-research-centre-nashik
"Matoshri Institute of Technology, Dhanore",affiliated_college,private_unaided,Nashik,Maharashtra,1-46224759987,matoshri-institute-of-technology-dhanore
Sanghavi College of Engineering,affiliated_college,private_unaided,Nashik,Maharashtra,1-46225507656,sanghavi-college-of-engineering
Dr. R. N. Lahoti Polytechnic Sultanpur,affiliated_college,private_unaided,Buldhana,Maharashtra,1-46225510410,dr-r-n-lahoti-polytechnic-sultanpur
Svkm'S Shri Bhagubhai Mafatlal Polytechnic and College of Engineering,affiliated_college,government_aided,Mumbai Suburban,Maharashtra,1-46225513185,svkm-s-shri-bhagubhai-mafatlal-polytechnic-and-college-of-engineering
Indira Institute of Management Sciences,affiliated_college,private_unaided,Nanded,Maharashtra,1-46225691370,indira-institute-of-management-sciences
"Deccan Education Society'S Chintamanrao Institute of Management Development and Research, Sangli",affiliated_college,private_unaided,Sangli,Maharashtra,1-46225693967,deccan-education-society-s-chintamanrao-institute-of-management-development-and-research-sangli
Shri SANT Gajanan Maharaj College of Engineering,affiliated_college,private_unaided,Buldhana,Maharashtra,1-46225699534,shri-sant-gajanan-maharaj-college-of-engineering
"Sveri'S ,College of Engineering (Polytechnic),Pandharpur",affiliated_college,private_unaided,Solapur,Maharashtra,1-46224371960,sveri-s-college-of-engineering-polytechnic-pandharpur
Vidyavardhini Institute of Technology,affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46224372497,vidyavardhini-institute-of-technology
Balaji Institute of Management and Human Resource Development (Bimhrd),affiliated_college,private_unaided,PUNE,Maharashtra,1-46225702369,balaji-institute-of-management-and-human-resource-development-bimhrd
"Institute of Management Technology, Nagpur",affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225705124,institute-of-management-technology-nagpur
Pankaj Laddhad Institute of Technology and Management Studies,affiliated_college,private_unaided,Buldhana,Maharashtra,1-46225708074,pankaj-laddhad-institute-of-technology-and-management-studies
Suryadatta Institution of Business Management & Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46227185861,suryadatta-institution-of-business-management-technology
"Bharati Vidyapeeth Institute of Management, Kolhapur",affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46226392762,bharati-vidyapeeth-institute-of-management-kolhapur
"NEW Institute of Technology, Kolhapur",affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46224373115,new-institute-of-technology-kolhapur
"Swami Ramanand Teerth Marathwada University'S Sub-Centre,Latur",state_university,government,Latur,Maharashtra,1-46224401398,swami-ramanand-teerth-marathwada-university-s-sub-centre-latur
Dr.D.Y.Patil College of Engineering & Innovation,affiliated_college,private_unaided,PUNE,Maharashtra,1-46224574388,dr-d-y-patil-college-of-engineering-innovation
"Government Polytechnic,Murtizapur",affiliated_college,government,Akola,Maharashtra,1-46224760866,government-polytechnic-murtizapur
Vishwaniketan'S Institute of Management Entrepreneurship and Engineering Technology (I MEET),affiliated_college,private_unaided,Raigad,Maharashtra,1-46224761107,vishwaniketan-s-institute-of-management-entrepreneurship-and-engineering-technology-i-meet
A. P. SHAH Institute of Technology,affiliated_college,private_unaided,Thane,Maharashtra,1-46224789464,a-p-shah-institute-of-technology
School of Management Studies,state_university,government,Jalgaon,Maharashtra,1-46225711127,school-of-management-studies-1-46225711127
Nashi District Maratha Vidya Prasarak Samaja'S Institute of Management Research & Technology,affiliated_college,private_unaided,Nashik,Maharashtra,1-46225713780,nashi-district-maratha-vidya-prasarak-samaja-s-institute-of-management-research-technology
International Institute of Management & Human Resource Development (W),affiliated_college,private_unaided,PUNE,Maharashtra,1-46225716540,international-institute-of-management-human-resource-development-w
Jankidevi Bajaj Institute of Management Studies,state_university,government,Mumbai Suburban,Maharashtra,1-46225719089,jankidevi-bajaj-institute-of-management-studies
Rajeev Gandhi College of Management Studies,affiliated_college,private_unaided,Thane,Maharashtra,1-46227233836,rajeev-gandhi-college-of-management-studies
Trinity College of Engineering & Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226222959,trinity-college-of-engineering-research
"Nsct'S Institute of Business Management & Research, Chakan",affiliated_college,private_unaided,PUNE,Maharashtra,1-46226237401,nsct-s-institute-of-business-management-research-chakan
Inter Institutional Computer Centre,state_university,government,Nagpur,Maharashtra,1-46226237705,inter-institutional-computer-centre
Yashwantrao Chavan Institute of Polytechnic,affiliated_college,private_unaided,BEED,Maharashtra,1-46224401607,yashwantrao-chavan-institute-of-polytechnic
Kinkar Institute of Technology,affiliated_college,private_unaided,Wardha,Maharashtra,1-46224401829,kinkar-institute-of-technology
Dr. ARUN Motghare Polytechnic,affiliated_college,private_unaided,Bhandara,Maharashtra,1-46224402213,dr-arun-motghare-polytechnic
Adsul'S Technical Campus,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46224789833,adsul-s-technical-campus
"Government Polytechnic, Awasari (Khurd)",affiliated_college,government,PUNE,Maharashtra,1-46224790211,government-polytechnic-awasari-khurd
Priyadarshini College of Engineering,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225541708,priyadarshini-college-of-engineering
Muchhala Polytechnic,affiliated_college,private_unaided,Thane,Maharashtra,1-46225545229,muchhala-polytechnic
MIT Academy of Engineering,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225548012,mit-academy-of-engineering
Karmayogi Institute of Technology,affiliated_college,private_unaided,Solapur,Maharashtra,1-46225724347,karmayogi-institute-of-technology
"Vidya Bharati Mahavidyalaya, Department of Research & PG Studies and Management",affiliated_college,private_unaided,Amravati,Maharashtra,1-46225727114,vidya-bharati-mahavidyalaya-department-of-research-pg-studies-and-management
Shri Balasaheb Tirpude College of Hotel Management and Catering Technology,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225729809,shri-balasaheb-tirpude-college-of-hotel-management-and-catering-technology
"Aditya College of Mba, BEED",affiliated_college,private_unaided,BEED,Maharashtra,1-46227252588,aditya-college-of-mba-beed
Sinhgad Institute of MGMT & Computer Application,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226237804,sinhgad-institute-of-mgmt-computer-application
VMV Commerce JMT ARTS & JJP Science College,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46226238340,vmv-commerce-jmt-arts-jjp-science-college
FR. C. Rodrigues Institute of Technology,affiliated_college,private_unaided,Thane,Maharashtra,1-46226641597,fr-c-rodrigues-institute-of-technology
Vasantrao MORE Polytechnic,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46224402462,vasantrao-more-polytechnic
Smt Geeta D Tatkare Polytechnic,affiliated_college,private_unaided,Raigad,Maharashtra,1-46224402661,smt-geeta-d-tatkare-polytechnic
DKTE Society'S Yashwantrao Chavan Polytechnic,affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46224402900,dkte-society-s-yashwantrao-chavan-polytechnic
Pimpri Chinchwad Education Trust'S Pimpri Chinchwad College of Engineering and Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46224403137,pimpri-chinchwad-education-trust-s-pimpri-chinchwad-college-of-engineering-and-research
Agnel Technical College (Polytechnic),affiliated_college,government_aided,Mumbai Suburban,Maharashtra,1-46224817214,agnel-technical-college-polytechnic
"Swami Vivekanand Institute of Technology, Solapur",affiliated_college,private_unaided,Solapur,Maharashtra,1-46225375470,swami-vivekanand-institute-of-technology-solapur
Vidyavardhini'S College of Engineering and Technology,affiliated_college,private_unaided,Thane,Maharashtra,1-46225738051,vidyavardhini-s-college-of-engineering-and-technology
Pillai HOC College of Engineering and Technology,affiliated_college,private_unaided,Raigad,Maharashtra,1-46225920686,pillai-hoc-college-of-engineering-and-technology
"""Snjb'S SHRI. Hiralal Hastimal (JAIN Brothers, Jalgaon) Polytechnic""",affiliated_college,private_unaided,Nashik,Maharashtra,1-46227203371,snjb-s-shri-hiralal-hastimal-jain-brothers-jalgaon-polytechnic
"Department of Mnagement Sciences & Research J.M.Patel College, Bhandara",affiliated_college,private_unaided,Bhandara,Maharashtra,1-46226238652,department-of-mnagement-sciences-research-j-m-patel-college-bhandara
School of Commerce and Management Sciences,affiliated_college,government,Nanded,Maharashtra,1-46226238770,school-of-commerce-and-management-sciences
Brahma Valley Institute of Management,affiliated_college,private_unaided,Nashik,Maharashtra,1-46226238900,brahma-valley-institute-of-management
Venkateshwara Institue of Management,affiliated_college,private_unaided,Sangli,Maharashtra,1-46226239010,venkateshwara-institue-of-management
Anjuman-I-Islam'S M. H. Saboo Siddik College of Engineering,affiliated_college,private_unaided,Mumbai CITY,Maharashtra,1-46226642818,anjuman-i-islam-s-m-h-saboo-siddik-college-of-engineering
Jawahar Education Society'S A. C. Patil College of Engineering,affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46226657246,jawahar-education-society-s-a-c-patil-college-of-engineering
Karmaveer Shankarrao KALE Education Society'S Gautam Polytechnic Institute,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46224429459,karmaveer-shankarrao-kale-education-society-s-gautam-polytechnic-institute
"Shri Siddheshwar Devasthan Trusts,Shri Siddheshwar Womens Polytechnic,Solapur",affiliated_college,private_unaided,Solapur,Maharashtra,1-46224817339,shri-siddheshwar-devasthan-trusts-shri-siddheshwar-womens-polytechnic-solapur
Samrat Ashok Polytechnic,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46224817800,samrat-ashok-polytechnic
Jspm'S Bhivarabai Sawant Institute of Technology & Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225923593,jspm-s-bhivarabai-sawant-institute-of-technology-research
Al-Ameen Educational & Medical Foundation'S College of Engineering & Management Studies,affiliated_college,private_unaided,PUNE,Maharashtra,1-46227213936,al-ameen-educational-medical-foundation-s-college-of-engineering-management-studies
Swaminarayan Siddhanta Institute of Technology,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46227216712,swaminarayan-siddhanta-institute-of-technology
Vpm'S Dr. V.N.Bedekar Institute of Management Studies,affiliated_college,private_unaided,Thane,Maharashtra,1-46226239119,vpm-s-dr-v-n-bedekar-institute-of-management-studies
Sardar Patel College of Engineering,affiliated_college,government_aided,Mumbai CITY,Maharashtra,1-46226275326,sardar-patel-college-of-engineering
Gangamai College of Engineering,affiliated_college,private_unaided,Dhule,Maharashtra,1-46226275643,gangamai-college-of-engineering
Government Polytechnic Miraj,affiliated_college,government,Sangli,Maharashtra,1-46224818529,government-polytechnic-miraj
GURU Nanak Institute of Engneering & Technology,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225935305,guru-nanak-institute-of-engneering-technology
"Hindi SEVA Mandal'S , Shri SANT Gadge BABA College of Engineering & Technology, Bhusawal.",affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46227045524,hindi-seva-mandal-s-shri-sant-gadge-baba-college-of-engineering-technology-bhusawal
Allana Institute of Computer Application and Information Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46227228395,allana-institute-of-computer-application-and-information-technology
"Priyadarshini Lokmanya Tilak Institute of Management Studies & Research, Nagpur",affiliated_college,private_unaided,Nagpur,Maharashtra,1-46226275957,priyadarshini-lokmanya-tilak-institute-of-management-studies-research-nagpur
SGB Amravati University,state_university,government,Amravati,Maharashtra,1-46226276093,sgb-amravati-university
Siddhant Institute of Business Management,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226276378,siddhant-institute-of-business-management
HON Shri Babanrao Pachpute Vichardhra Trust'S Parikrama Polytechnic,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46225225334,hon-shri-babanrao-pachpute-vichardhra-trust-s-parikrama-polytechnic
LATE Vasantdada Polytechnic,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225407475,late-vasantdada-polytechnic
"Kct'S, K.R.Sapkal College of Management Studies, Anjaneri,Nashik",affiliated_college,private_unaided,Nashik,Maharashtra,1-46225774027,kct-s-k-r-sapkal-college-of-management-studies-anjaneri-nashik
S. B. Patil College of Engineering,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225950373,s-b-patil-college-of-engineering
Maharashtra Institute of Technology,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46226685424,maharashtra-institute-of-technology
"SMT. Premalatai Chavan Polytechnic, Karad",affiliated_college,private_unaided,Satara,Maharashtra,1-46224842621,smt-premalatai-chavan-polytechnic-karad
NATH Polytechnic Paithan,affiliated_college,private_unaided,Aurangabad,Maharashtra,1-46224842761,nath-polytechnic-paithan
SIR J J School of Design,affiliated_college,government,Mumbai CITY,Maharashtra,1-46224842944,sir-j-j-school-of-design
R. C. Patel Institute of Pharmaceutical Education & Research,affiliated_college,private_unaided,Dhule,Maharashtra,1-46225231187,r-c-patel-institute-of-pharmaceutical-education-research
B.L.Patil Polytechnic,affiliated_college,private_unaided,Raigad,Maharashtra,1-46225236713,b-l-patil-polytechnic
Met'S Institute of Computer Science,affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46227250077,met-s-institute-of-computer-science
Bharat Ratna Indira Gandhi College of Engineering,affiliated_college,private_unaided,Solapur,Maharashtra,1-46226492666,bharat-ratna-indira-gandhi-college-of-engineering
Arham Management Institute,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226701275,arham-management-institute
Akemi Business School,affiliated_college,private_unaided,PUNE,Maharashtra,1-46224279581,akemi-business-school
Anantrao Pawar College of Engineering & Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46224279700,anantrao-pawar-college-of-engineering-research
Government Polytechnic Jalna,affiliated_college,government,Jalna,Maharashtra,1-46224843030,government-polytechnic-jalna
DEVI Mahalaxmi Polytechnic College,affiliated_college,private_unaided,Thane,Maharashtra,1-46224873338,devi-mahalaxmi-polytechnic-college
Saraswati Institute of Technology,affiliated_college,private_unaided,Raigad,Maharashtra,1-46225247404,saraswati-institute-of-technology
D. Y. Patil Institute of Master of Computer Applications and Management,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225792947,d-y-patil-institute-of-master-of-computer-applications-and-management
"G H Raisoni College of Engineering and Management, Jalgaon",affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46225970048,g-h-raisoni-college-of-engineering-and-management-jalgaon
Shri Shankarprasad Agnihotri College of Engineering,affiliated_college,private_unaided,Wardha,Maharashtra,1-46227086101,shri-shankarprasad-agnihotri-college-of-engineering
D. Y. Patil Education Society Deemed to BE University,deemed_university,trust_society,Kolhapur,Maharashtra,1-46226701633,d-y-patil-education-society-deemed-to-be-university
K. P. Patil Institute of Technology (Polytechnic),affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46224280150,k-p-patil-institute-of-technology-polytechnic
Chhatrapati Shivaji Maharaj Institute of Technology,affiliated_college,private_unaided,Raigad,Maharashtra,1-46224280349,chhatrapati-shivaji-maharaj-institute-of-technology
Renaissance Polytechnic Chandrapur,affiliated_college,private_unaided,Chandrapur,Maharashtra,1-46224280478,renaissance-polytechnic-chandrapur
NEW Satara College of Engineering & Management,affiliated_college,private_unaided,Solapur,Maharashtra,1-46224280661,new-satara-college-of-engineering-management
Cusrow Wadia Institute of Technology,affiliated_college,government_aided,PUNE,Maharashtra,1-46224873924,cusrow-wadia-institute-of-technology
Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225258237,rasiklal-m-dhariwal-sinhgad-technical-institutes-campus
"P.Dr.V.V.P.Institute of Techonology & Engineering (Polytechnic), Pravaranagar",affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46225439663,p-dr-v-v-p-institute-of-techonology-engineering-polytechnic-pravaranagar
Yashwantrao Bhonsale Institute of Technology,affiliated_college,private_unaided,Sindhudurg,Maharashtra,1-46225627389,yashwantrao-bhonsale-institute-of-technology
Sipna College of Engineering & Technology,affiliated_college,private_unaided,Amravati,Maharashtra,1-46227098340,sipna-college-of-engineering-technology
Dr. Moonje Institute of Management & Information Technology,affiliated_college,private_unaided,Nashik,Maharashtra,1-46226136172,dr-moonje-institute-of-management-information-technology
D. Y. Patil College of Engineering & Technology,affiliated_college,private_unaided,Kolhapur,Maharashtra,1-46226136484,d-y-patil-college-of-engineering-technology
"Government College of Engineering ,Jalgaon(M.S.)",affiliated_college,government,Jalgaon,Maharashtra,1-46226522477,government-college-of-engineering-jalgaon-m-s
"Aditya Institute of Management, Technology and Research",affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46224281095,aditya-institute-of-management-technology-and-research
INDO German TOOL ROOM,affiliated_college,government,Aurangabad,Maharashtra,1-46224313216,indo-german-tool-room-1-46224313216
"Mauli Group of Institutions, College of Engineering and Technology",affiliated_college,private_unaided,Buldhana,Maharashtra,1-46224313380,mauli-group-of-institutions-college-of-engineering-and-technology
"G. H. Raisoni College of Engineering, Nagpur.",affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225453026,g-h-raisoni-college-of-engineering-nagpur
Sahyadri Valley College of Engineering & Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225456443,sahyadri-valley-college-of-engineering-technology
Flora Institute of Technology,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225644234,flora-institute-of-technology
"Sahyadri Institute of Management & Reserch, Sawarde",affiliated_college,private_unaided,Ratnagiri,Maharashtra,1-46224314455,sahyadri-institute-of-management-reserch-sawarde
THE Peoples Education Society'S Diploma College of Engineering & Technology,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46224702222,the-peoples-education-society-s-diploma-college-of-engineering-technology
Shankarrao Dhawad Polytechnic,affiliated_college,private_unaided,Nagpur,Maharashtra,1-46225650845,shankarrao-dhawad-polytechnic
Sinhgad Institute of Business Administration and Research,affiliated_college,private_unaided,PUNE,Maharashtra,1-46226010029,sinhgad-institute-of-business-administration-and-research-1-46226010029
Veermata Jijabai Technological Institute,affiliated_college,government_aided,Mumbai CITY,Maharashtra,1-46227121380,veermata-jijabai-technological-institute
"Government College of Engineering, Chhatrapati Sambhajinagar",affiliated_college,government,Aurangabad,Maharashtra,1-46226330981,government-college-of-engineering-chhatrapati-sambhajinagar
Alkesh Dinesh MODY Institute for Financial and Management Studies,affiliated_college,government,Mumbai CITY,Maharashtra,1-46226732310,alkesh-dinesh-mody-institute-for-financial-and-management-studies
Shree Samarth Polytechnic,affiliated_college,private_unaided,Ahmednagar,Maharashtra,1-46224314554,shree-samarth-polytechnic
"Balaghat Polytechnic,Ruddha-Ahmedpur",affiliated_college,private_unaided,Latur,Maharashtra,1-46224315113,balaghat-polytechnic-ruddha-ahmedpur
NBN Sinhgad Technical Institutes Campus,affiliated_college,private_unaided,PUNE,Maharashtra,1-46225287599,nbn-sinhgad-technical-institutes-campus
"Nikam Institute of Technology and Management Studies, Dhule",affiliated_college,private_unaided,Dhule,Maharashtra,1-46225666659,nikam-institute-of-technology-and-management-studies-dhule
Sinhgad Institute of Business Management,affiliated_college,private_unaided,Mumbai Suburban,Maharashtra,1-46226015209,sinhgad-institute-of-business-management
C. H. M. E. Society'S Dr. Moonje Institute of Management & Computer Studies,affiliated_college,private_unaided,Nashik,Maharashtra,1-46226164971,c-h-m-e-society-s-dr-moonje-institute-of-management-computer-studies
Ramrao ADIK Institute of Technology,affiliated_college,private_unaided,Thane,Maharashtra,1-46226165119,ramrao-adik-institute-of-technology
GURU Nanak Institute of Management Studies,affiliated_college,private_unaided,Mumbai CITY,Maharashtra,1-46226185513,guru-nanak-institute-of-management-studies
Institute of Technology and Management Nanded,affiliated_college,private_unaided,Nanded,Maharashtra,1-46226366128,institute-of-technology-and-management-nanded
Jagadambha College of ENGG & Technology,affiliated_college,private_unaided,Yavatmal,Maharashtra,1-46226565391,jagadambha-college-of-engg-technology
VIVA Institute of Technology,affiliated_college,private_unaided,Thane,Maharashtra,1-46226753343,viva-institute-of-technology
Potdar Polytechnic,affiliated_college,private_unaided,Jalgaon,Maharashtra,1-46224341269,potdar-polytechnic
Sunsuba Polytechnic,affiliated_college,private_unaided,Nashik,Maharashtra,1-46224341395,sunsuba-polytechnic
"Dr. Panjabrao Deshmukh Girls Polytechnic,Amravati.",affiliated_college,private_unaided,Amravati,Maharashtra,1-46224341844,dr-panjabrao-deshmukh-girls-polytechnic-amravati
