name,type,ownership,city,state,aka,slug
"Government Polytechnic, Sheohar",affiliated_college,government,Sheohar,Bihar,1-46220122841,government-polytechnic-sheohar
Azmet College of Engineering & Technology,affiliated_college,private_unaided,Kishanganj,Bihar,1-46218153627,azmet-college-of-engineering-technology
International School of Management Patna,affiliated_college,private_unaided,Patna,Bihar,1-46218508131,international-school-of-management-patna
Government Polytechnic Madhubani,affiliated_college,government,Madhubani,Bihar,1-46220151886,government-polytechnic-madhubani
J. D. Women'S College,affiliated_college,government,Patna,Bihar,1-46220152146,j-d-women-s-college
Government Polytechnic Gopalganj,affiliated_college,government,Gopalganj,Bihar,1-46217984852,government-polytechnic-gopalganj
Millia Polytechnic,affiliated_college,private_unaided,Purnia,Bihar,1-46219834661,millia-polytechnic
Sityog Instituteof Technology,affiliated_college,private_unaided,Aurangabad,Bihar,1-46220177619,sityog-instituteof-technology
Baddiuzama KHAN Polytechnic Institute,affiliated_college,government,Sitamarhi,Bihar,1-46220035302,baddiuzama-khan-polytechnic-institute
B. D. College,state_university,government,Patna,Bihar,1-46217844364,b-d-college
GEMS Polytechnic College,affiliated_college,private_unaided,Aurangabad,Bihar,1-46217844980,gems-polytechnic-college
Government Polytechnic Motihari,affiliated_college,government,EAST Champaran,Bihar,1-46217871272,government-polytechnic-motihari
"Sandip Foundations, Shri RAM Polytechnic",affiliated_college,private_unaided,Madhubani,Bihar,1-46219888513,sandip-foundations-shri-ram-polytechnic
Government Polytechnic Katihar,affiliated_college,government,Katihar,Bihar,1-46220037016,government-polytechnic-katihar
"Govt. Polytechnic, Dehrionsone",affiliated_college,government,Rohtas,Bihar,1-46217708225,govt-polytechnic-dehrionsone
Netaji Subhas Institute of Polytechnic,affiliated_college,private_unaided,Patna,Bihar,1-46218605546,netaji-subhas-institute-of-polytechnic
Government Womens Polytechnic,affiliated_college,government,Muzaffarpur,Bihar,1-46217733765,government-womens-polytechnic
Government Polytechnic Purnea,affiliated_college,government,Purnia,Bihar,1-46220092230,government-polytechnic-purnea
University Department of Computer Application,state_university,government,Bhagalpur,Bihar,1-46217928542,university-department-of-computer-application
"Institute of Business Management, Bela, Darbhanga",affiliated_college,private_unaided,Darbhanga,Bihar,1-46219780810,institute-of-business-management-bela-darbhanga
"Government Polytechnic, Asthawan Nalanda",affiliated_college,government,Nalanda,Bihar,1-46218483745,government-polytechnic-asthawan-nalanda
"Govt. Polytechnic, Gulzarbagh",affiliated_college,government,Patna,Bihar,1-46218660625,govt-polytechnic-gulzarbagh
Adwaita Mission Institute of Technology,affiliated_college,private_unaided,Banka,Bihar,1-46219355652,adwaita-mission-institute-of-technology
Buddha Institute of Technology,affiliated_college,private_unaided,GAYA,Bihar,1-46221468337,buddha-institute-of-technology
C R K Polytechnic,affiliated_college,private_unaided,Vaishali,Bihar,1-46222031891,c-r-k-polytechnic
"NEW Government Polytechnic, Patna-13",affiliated_college,government,Patna,Bihar,1-46221309656,new-government-polytechnic-patna-13
"Loknayak JAI Prakash Institute of Technology, Chhapra",affiliated_college,government,Saran,Bihar,1-46222876360,loknayak-jai-prakash-institute-of-technology-chhapra
B. S. College,state_university,government,Patna,Bihar,1-46221333797,b-s-college
Prabhu Kailash Polytechnic,affiliated_college,private_unaided,Aurangabad,Bihar,1-46222895840,prabhu-kailash-polytechnic
Satyam International Institute of Technology,affiliated_college,private_unaided,Patna,Bihar,1-46223261320,satyam-international-institute-of-technology
Govt. Women'S Polytechnic,affiliated_college,government,Patna,Bihar,1-46223261774,govt-women-s-polytechnic
"Govt. Polytechnic, Lakhisarai",affiliated_college,government,Lakhisarai,Bihar,1-46223180828,govt-polytechnic-lakhisarai
Millia Polytechnic,affiliated_college,private_unaided,Kishanganj,Bihar,1-46220622154,millia-polytechnic-1-46220622154
Ganga Memorial College of Polytechnic,affiliated_college,private_unaided,Nalanda,Bihar,1-46222621031,ganga-memorial-college-of-polytechnic
"Birla Institute of Technology, Patna",affiliated_college,private_unaided,Patna,Bihar,1-46221181588,birla-institute-of-technology-patna
"Bhagalpur College of Engineering , Bhagalpur",affiliated_college,government,Bhagalpur,Bihar,1-46222834962,bhagalpur-college-of-engineering-bhagalpur
Department of Business Administration (SSC),affiliated_college,government,Aurangabad,Bihar,1-46221409687,department-of-business-administration-ssc
"Government Polytechnic, Barauni, Begusarai,Bihar",affiliated_college,government,Begusarai,Bihar,1-46220342245,government-polytechnic-barauni-begusarai-bihar
Azmet Institute of Technology,affiliated_college,private_unaided,Kishanganj,Bihar,1-46220556644,azmet-institute-of-technology
K K University,private_university,private_unaided,Nalanda,Bihar,1-46215565463,k-k-university
Government Polytechnic BARH,affiliated_college,government,Patna,Bihar,1-46216228552,government-polytechnic-barh
"Govt. Polytechnic, Tekari, GAYA",affiliated_college,government,GAYA,Bihar,1-46215937493,govt-polytechnic-tekari-gaya
Government Engineering College Khagaria,affiliated_college,government,Khagaria,Bihar,1-46215588372,government-engineering-college-khagaria
Govt. Polytechnic Bhagalpur,affiliated_college,government,Bhagalpur,Bihar,1-46223405753,govt-polytechnic-bhagalpur
Government Polytechnic Siwan,affiliated_college,government,Siwan,Bihar,1-46215614247,government-polytechnic-siwan
Government Engineering College Aurangabad,affiliated_college,government,GAYA,Bihar,1-46216112695,government-engineering-college-aurangabad
Government Engineering College Kaimur,affiliated_college,government,Saran,Bihar,1-46216112887,government-engineering-college-kaimur
Exalt College of Polytechnic,affiliated_college,private_unaided,Vaishali,Bihar,1-46216490085,exalt-college-of-polytechnic
INDU DEVI Ranjeet Kumar Prakash Professional College,affiliated_college,private_unaided,Vaishali,Bihar,1-46215472065,indu-devi-ranjeet-kumar-prakash-professional-college
Mother'S Institute of Technology,affiliated_college,private_unaided,Patna,Bihar,1-46215472477,mother-s-institute-of-technology
Saharsa College of Engineering,affiliated_college,government,Saharsa,Bihar,1-46215472676,saharsa-college-of-engineering
Exalt College of Engineering & Technology,affiliated_college,private_unaided,Vaishali,Bihar,1-46223289243,exalt-college-of-engineering-technology
Government Engineering College Samastipur,affiliated_college,government,Samastipur,Bihar,1-46215679922,government-engineering-college-samastipur
Academy of Pharmacy Medical and Management Studies,affiliated_college,private_unaided,Bhojpur,Bihar,1-46216011023,academy-of-pharmacy-medical-and-management-studies
Chanakya College of Higher Studies,affiliated_college,private_unaided,Patna,Bihar,1-46216188530,chanakya-college-of-higher-studies
K.K. College of Engineering & Management,affiliated_college,private_unaided,Nalanda,Bihar,1-46216920593,k-k-college-of-engineering-management
Government Polytechnic GAYA,affiliated_college,government,GAYA,Bihar,1-46217303602,government-polytechnic-gaya
Muzaffarpur College of Professional Education,affiliated_college,private_unaided,Muzaffarpur,Bihar,1-46216207572,muzaffarpur-college-of-professional-education
Development Management Institute,affiliated_college,government_aided,Patna,Bihar,1-46216549143,development-management-institute
Millia Institute of Technology,affiliated_college,private_unaided,Purnia,Bihar,1-46216575549,millia-institute-of-technology
J.P.Institute of Technology,affiliated_college,private_unaided,Nalanda,Bihar,1-46216576336,j-p-institute-of-technology
"Supaul College of Engineering, Supaul",affiliated_college,government,Supaul,Bihar,1-46215533867,supaul-college-of-engineering-supaul
Government Polytechnic Munger,affiliated_college,government,Munger,Bihar,1-46215534360,government-polytechnic-munger
Sitamarhi Institute of Technology,affiliated_college,government,Sitamarhi,Bihar,1-46216055066,sitamarhi-institute-of-technology
"Goverment Polytechnic,Saharsa",affiliated_college,government,Saharsa,Bihar,1-46223545249,goverment-polytechnic-saharsa
K. K. Polytechnic,affiliated_college,private_unaided,Nalanda,Bihar,1-46223727906,k-k-polytechnic
"Government Polytechnic, Jamui",affiliated_college,government,Jamui,Bihar,1-46215535091,government-polytechnic-jamui
Government Engineering College Bhojpur,affiliated_college,government,Bhojpur,Bihar,1-46209352293,government-engineering-college-bhojpur
Government Engineering College Nawada,affiliated_college,government,Nawada,Bihar,1-46209352446,government-engineering-college-nawada
"Government Polytechnic, Sheikhpura",affiliated_college,government,Lakhisarai,Bihar,1-46210505426,government-polytechnic-sheikhpura
Chandragupt Institute of Management Patna,affiliated_college,government_aided,Patna,Bihar,1-46210663650,chandragupt-institute-of-management-patna
"Govt.Polytechnic,Kishanganj",affiliated_college,government,Kishanganj,Bihar,1-46211019875,govt-polytechnic-kishanganj
Dr. C. V. Raman University,private_university,private_unaided,Vaishali,Bihar,1-46209705583,dr-c-v-raman-university
Govt. Polytechnic Araria,affiliated_college,government,Araria,Bihar,1-46209842564,govt-polytechnic-araria
Jinvani Management College,affiliated_college,private_unaided,Bhojpur,Bihar,1-46215168672,jinvani-management-college
Narayana Academy of Managerial Excellence,affiliated_college,private_unaided,Rohtas,Bihar,1-46209550051,narayana-academy-of-managerial-excellence
"Purnea College of Engineering, Purnia",affiliated_college,government,Purnia,Bihar,1-46209706600,purnea-college-of-engineering-purnia
"Govt. Polytechnic, Banka",affiliated_college,government,Banka,Bihar,1-46209706787,govt-polytechnic-banka
"B. P. Mandal College of Engineering, Madhepura",affiliated_college,government,Madhepura,Bihar,1-46210202310,b-p-mandal-college-of-engineering-madhepura
Government Polytechnic Bhojpur,affiliated_college,government,Bhojpur,Bihar,1-46210537967,government-polytechnic-bhojpur
Government Polytechnic Khagaria,affiliated_college,government,Katihar,Bihar,1-46210694601,government-polytechnic-khagaria
Government Engineering College Buxar,affiliated_college,government,Buxar,Bihar,1-46210538136,government-engineering-college-buxar
"Rashtrakavi Ramdhari Singh Dinkar College of Engineering, Begusarai",affiliated_college,government,Begusarai,Bihar,1-46210538279,rashtrakavi-ramdhari-singh-dinkar-college-of-engineering-begusarai
"College of Commerce, ARTS & Science",state_university,government,Patna,Bihar,1-46209734362,college-of-commerce-arts-science
Government Polytechnic Jehanabad,affiliated_college,government,Patna,Bihar,1-46210538909,government-polytechnic-jehanabad
"Sershah Engineering College, Sasaram",affiliated_college,government,Rohtas,Bihar,1-46210539135,sershah-engineering-college-sasaram
"Shri Phanishwar NATH RENU Engineering College, Araria",affiliated_college,government,Araria,Bihar,1-46210723959,shri-phanishwar-nath-renu-engineering-college-araria
Government Polytechnic Buxar,affiliated_college,government,Kaimur,Bihar,1-46211078046,government-polytechnic-buxar
Impact College of Engineering and Management,affiliated_college,private_unaided,Patna,Bihar,1-46209092771,impact-college-of-engineering-and-management
Ganga Global Institute of Management Studies,affiliated_college,private_unaided,Begusarai,Bihar,1-46210724373,ganga-global-institute-of-management-studies
Government Polytechnic Arwal,affiliated_college,government,Nalanda,Bihar,1-46210894239,government-polytechnic-arwal
Government Engineering College Banka,affiliated_college,government,Banka,Bihar,1-46209439464,government-engineering-college-banka
"Katihar Engineering College, Katihar",affiliated_college,government,Katihar,Bihar,1-46209605363,katihar-engineering-college-katihar
Government Engineering College Siwan,affiliated_college,government,Siwan,Bihar,1-46210724892,government-engineering-college-siwan
Aryabhatt Polytechnic,affiliated_college,private_unaided,GAYA,Bihar,1-46210749223,aryabhatt-polytechnic
Chanakya Institute of Management and Higher Studies,affiliated_college,private_unaided,Bhojpur,Bihar,1-46215093266,chanakya-institute-of-management-and-higher-studies
Government Polytechnic of Textile Technology,affiliated_college,government,Bhagalpur,Bihar,1-46210263209,government-polytechnic-of-textile-technology
Government Engineering College WEST Champaran,affiliated_college,government,WEST Champaran,Bihar,1-46210750092,government-engineering-college-west-champaran
Jamui Polytechnic,affiliated_college,private_unaided,Jamui,Bihar,1-46215230389,jamui-polytechnic
"BRAJ Kishor Narayan Singh Government Polytechnic, Gopalganj",affiliated_college,government,Gopalganj,Bihar,1-46210406878,braj-kishor-narayan-singh-government-polytechnic-gopalganj
Government Engineering College Gopalganj,affiliated_college,government,Gopalganj,Bihar,1-46215230522,government-engineering-college-gopalganj
Government Engineering College Lakhisarai,affiliated_college,government,Purnia,Bihar,1-46215230706,government-engineering-college-lakhisarai
Government Engineering College Vaishali,affiliated_college,government,Vaishali,Bihar,1-46215230913,government-engineering-college-vaishali
Government Engineering College Madhubani,affiliated_college,government,Madhubani,Bihar,1-46209294195,government-engineering-college-madhubani
Government Engineering College Munger,affiliated_college,government,Munger,Bihar,1-46210264029,government-engineering-college-munger
Government Engineering College Arwal,affiliated_college,government,GAYA,Bihar,1-46210264213,government-engineering-college-arwal
Government Polytechnic Nawada,affiliated_college,government,Nawada,Bihar,1-46210773506,government-polytechnic-nawada
Chanakya Institute of Polytechnic and Technology,affiliated_college,private_unaided,Bhojpur,Bihar,1-46211142874,chanakya-institute-of-polytechnic-and-technology
Government Engineering College Jamui,affiliated_college,government,Jamui,Bihar,1-46209641966,government-engineering-college-jamui
